x,y
2.72273297111253,6.0643146770137
2.52774737909877,6.33915342899446
2.52774737909877,6.9915342899446
2.53974737909877,7.31915342899446
2.52974737909877,7.9915342899446
2.52974737909877,8.315342899446
2.52774737909877,8.7915342899446
2.52974737909877,8.9915342899446
2.52974737909877,9.3915342899446
2.52974737909877,9.7915342899446
2.54974737909877,7.9915342899446
2.52974737909877,10.1915342899446
2.52974737909877,10.7915342899446
2.5474737909877,7.9915342899446
2.52974737909877,11.3915342899446
2.52974737909877,11.3915342899446
2.52974737909877,11.3915342899446
2.52974737909877,11.3915342899446
2.52974737909877,11.3915342899446
2.52974737909877,11.915342899446
2.51174737909877,12.4915342899446
2.52974737909877,12.915342899446
2.52974737909877,13.5915342899446
2.52974737909877,14.315342899446
2.9974737909877,14.615342899446
3.474737909877,14.615342899446
3.6774737909877,14.615342899446
3.974737909877,14.615342899446
4.374737909877,14.215342899446
4.574737909877,14.615342899446
4.8774737909877,14.515342899446
5.0974737909877,14.915342899446
5.374737909877,15.315342899446
5.574737909877,15.515342899446
5.974737909877,16.015342899446
6.474737909877,15.915342899446
6.74737909877,16.015342899446
6.94737909877,15.915342899446
7.34737909877,16.015342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.64737909877,15.915342899446
7.34737909877,16.015342899446
